primary_label,scientific_name,common_name,filename,rating,train
barswa,Hirundo rustica,Barn Swallow,XC194688.ogg,3.0,1
barswa,Hirundo rustica,Barn Swallow,XC197400.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC197630.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC206071.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC208240.ogg,4.5,1
barswa,Hirundo rustica,Barn Swallow,XC208241.ogg,4.5,0
barswa,Hirundo rustica,Barn Swallow,XC208292.ogg,3.5,1
barswa,Hirundo rustica,Barn Swallow,XC208317.ogg,4.0,0
barswa,Hirundo rustica,Barn Swallow,XC208515.ogg,4.5,1
barswa,Hirundo rustica,Barn Swallow,XC209127.ogg,3.5,1
barswa,Hirundo rustica,Barn Swallow,XC210730.ogg,4.0,0
barswa,Hirundo rustica,Barn Swallow,XC211242.ogg,3.5,1
barswa,Hirundo rustica,Barn Swallow,XC213364.ogg,4.5,1
barswa,Hirundo rustica,Barn Swallow,XC225377.ogg,3.5,0
barswa,Hirundo rustica,Barn Swallow,XC233561.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC234296.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC239627.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC239628.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC247566.ogg,4.0,0
barswa,Hirundo rustica,Barn Swallow,XC252931.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC253252.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC253722.ogg,3.0,1
barswa,Hirundo rustica,Barn Swallow,XC253979.ogg,3.5,1
barswa,Hirundo rustica,Barn Swallow,XC253981.ogg,3.5,1
barswa,Hirundo rustica,Barn Swallow,XC254203.ogg,4.0,0
barswa,Hirundo rustica,Barn Swallow,XC254488.ogg,4.5,1
barswa,Hirundo rustica,Barn Swallow,XC256217.ogg,3.0,0
barswa,Hirundo rustica,Barn Swallow,XC25649.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC256529.ogg,3.5,1
barswa,Hirundo rustica,Barn Swallow,XC256543.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC263623.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC267418.ogg,3.0,1
barswa,Hirundo rustica,Barn Swallow,XC267421.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC267423.ogg,4.0,0
barswa,Hirundo rustica,Barn Swallow,XC267424.ogg,3.5,1
barswa,Hirundo rustica,Barn Swallow,XC267428.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC267430.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC267431.ogg,3.5,1
barswa,Hirundo rustica,Barn Swallow,XC267433.ogg,3.0,1
barswa,Hirundo rustica,Barn Swallow,XC267651.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC267652.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC267653.ogg,3.0,1
barswa,Hirundo rustica,Barn Swallow,XC267658.ogg,3.0,1
barswa,Hirundo rustica,Barn Swallow,XC267927.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC267929.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC268390.ogg,4.5,1
barswa,Hirundo rustica,Barn Swallow,XC268755.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC269633.ogg,3.0,1
barswa,Hirundo rustica,Barn Swallow,XC269815.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC270309.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC271037.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC277319.ogg,4.5,1
barswa,Hirundo rustica,Barn Swallow,XC281887.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC282495.ogg,3.0,1
barswa,Hirundo rustica,Barn Swallow,XC282921.ogg,3.0,1
barswa,Hirundo rustica,Barn Swallow,XC282922.ogg,3.0,0
barswa,Hirundo rustica,Barn Swallow,XC284630.ogg,3.0,1
barswa,Hirundo rustica,Barn Swallow,XC286592.ogg,5.0,0
barswa,Hirundo rustica,Barn Swallow,XC288122.ogg,3.5,1
barswa,Hirundo rustica,Barn Swallow,XC288338.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC288339.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC288343.ogg,5.0,0
barswa,Hirundo rustica,Barn Swallow,XC289357.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC289358.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC293856.ogg,3.0,1
barswa,Hirundo rustica,Barn Swallow,XC303618.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC303791.ogg,3.0,1
barswa,Hirundo rustica,Barn Swallow,XC304029.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC306046.ogg,3.0,1
barswa,Hirundo rustica,Barn Swallow,XC306047.ogg,3.0,1
barswa,Hirundo rustica,Barn Swallow,XC306077.ogg,3.0,1
barswa,Hirundo rustica,Barn Swallow,XC307295.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC309194.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC309534.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC312064.ogg,3.0,1
barswa,Hirundo rustica,Barn Swallow,XC312479.ogg,3.0,0
barswa,Hirundo rustica,Barn Swallow,XC317542.ogg,5.0,0
barswa,Hirundo rustica,Barn Swallow,XC317544.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC317626.ogg,3.5,1
barswa,Hirundo rustica,Barn Swallow,XC317816.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC318261.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC319555.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC319599.ogg,3.0,1
barswa,Hirundo rustica,Barn Swallow,XC319722.ogg,5.0,0
barswa,Hirundo rustica,Barn Swallow,XC320267.ogg,3.5,0
barswa,Hirundo rustica,Barn Swallow,XC320720.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC320886.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC321212.ogg,5.0,0
barswa,Hirundo rustica,Barn Swallow,XC322168.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC324144.ogg,3.0,1
barswa,Hirundo rustica,Barn Swallow,XC324471.ogg,3.0,1
barswa,Hirundo rustica,Barn Swallow,XC324838.ogg,4.5,1
barswa,Hirundo rustica,Barn Swallow,XC324839.ogg,4.5,0
barswa,Hirundo rustica,Barn Swallow,XC324851.ogg,4.5,1
barswa,Hirundo rustica,Barn Swallow,XC324889.ogg,4.5,1
barswa,Hirundo rustica,Barn Swallow,XC327328.ogg,4.5,1
barswa,Hirundo rustica,Barn Swallow,XC327364.ogg,3.0,1
barswa,Hirundo rustica,Barn Swallow,XC327392.ogg,3.0,1
barswa,Hirundo rustica,Barn Swallow,XC329023.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC329025.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC329822.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC330211.ogg,4.5,0
barswa,Hirundo rustica,Barn Swallow,XC330429.ogg,3.0,0
barswa,Hirundo rustica,Barn Swallow,XC330691.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC331266.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC331493.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC331494.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC333650.ogg,5.0,0
barswa,Hirundo rustica,Barn Swallow,XC334130.ogg,3.0,0
barswa,Hirundo rustica,Barn Swallow,XC335495.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC337180.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC337978.ogg,4.0,0
barswa,Hirundo rustica,Barn Swallow,XC337979.ogg,4.5,1
barswa,Hirundo rustica,Barn Swallow,XC337981.ogg,3.5,1
barswa,Hirundo rustica,Barn Swallow,XC337983.ogg,3.5,1
barswa,Hirundo rustica,Barn Swallow,XC337985.ogg,4.5,1
barswa,Hirundo rustica,Barn Swallow,XC339819.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC339821.ogg,4.5,1
barswa,Hirundo rustica,Barn Swallow,XC341167.ogg,3.0,1
barswa,Hirundo rustica,Barn Swallow,XC343867.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC343870.ogg,4.5,1
barswa,Hirundo rustica,Barn Swallow,XC343873.ogg,4.5,1
barswa,Hirundo rustica,Barn Swallow,XC344095.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC349298.ogg,3.5,0
barswa,Hirundo rustica,Barn Swallow,XC349311.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC350350.ogg,3.5,1
barswa,Hirundo rustica,Barn Swallow,XC356315.ogg,3.5,1
barswa,Hirundo rustica,Barn Swallow,XC358092.ogg,3.0,1
barswa,Hirundo rustica,Barn Swallow,XC360600.ogg,3.0,1
barswa,Hirundo rustica,Barn Swallow,XC361213.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC361214.ogg,3.0,1
barswa,Hirundo rustica,Barn Swallow,XC361215.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC361216.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC361217.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC361218.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC361219.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC361220.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC361221.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC361222.ogg,3.0,1
barswa,Hirundo rustica,Barn Swallow,XC361223.ogg,3.0,0
barswa,Hirundo rustica,Barn Swallow,XC361224.ogg,3.0,1
barswa,Hirundo rustica,Barn Swallow,XC361225.ogg,3.0,0
barswa,Hirundo rustica,Barn Swallow,XC361226.ogg,3.0,1
barswa,Hirundo rustica,Barn Swallow,XC361228.ogg,3.0,1
barswa,Hirundo rustica,Barn Swallow,XC361229.ogg,3.0,1
barswa,Hirundo rustica,Barn Swallow,XC361232.ogg,3.0,1
barswa,Hirundo rustica,Barn Swallow,XC361233.ogg,3.0,1
barswa,Hirundo rustica,Barn Swallow,XC361234.ogg,3.0,1
barswa,Hirundo rustica,Barn Swallow,XC361235.ogg,3.0,1
barswa,Hirundo rustica,Barn Swallow,XC361236.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC361237.ogg,3.0,1
barswa,Hirundo rustica,Barn Swallow,XC361238.ogg,3.0,1
barswa,Hirundo rustica,Barn Swallow,XC361241.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC361242.ogg,3.0,0
barswa,Hirundo rustica,Barn Swallow,XC361735.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC361736.ogg,3.0,1
barswa,Hirundo rustica,Barn Swallow,XC361737.ogg,4.0,0
barswa,Hirundo rustica,Barn Swallow,XC361738.ogg,3.0,0
barswa,Hirundo rustica,Barn Swallow,XC361739.ogg,5.0,0
barswa,Hirundo rustica,Barn Swallow,XC361740.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC361741.ogg,5.0,0
barswa,Hirundo rustica,Barn Swallow,XC361742.ogg,3.0,0
barswa,Hirundo rustica,Barn Swallow,XC361744.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC361745.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC361746.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC361747.ogg,4.0,0
barswa,Hirundo rustica,Barn Swallow,XC361748.ogg,4.0,0
barswa,Hirundo rustica,Barn Swallow,XC361749.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC361750.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC361807.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC361808.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC361810.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC361811.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC361812.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC361814.ogg,4.0,0
barswa,Hirundo rustica,Barn Swallow,XC361815.ogg,5.0,0
barswa,Hirundo rustica,Barn Swallow,XC361817.ogg,5.0,0
barswa,Hirundo rustica,Barn Swallow,XC362311.ogg,5.0,0
barswa,Hirundo rustica,Barn Swallow,XC363068.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC363996.ogg,5.0,0
barswa,Hirundo rustica,Barn Swallow,XC364681.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC367332.ogg,3.5,1
barswa,Hirundo rustica,Barn Swallow,XC369956.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC370379.ogg,4.0,0
barswa,Hirundo rustica,Barn Swallow,XC370499.ogg,3.5,1
barswa,Hirundo rustica,Barn Swallow,XC370786.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC371022.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC371023.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC371853.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC372598.ogg,3.5,1
barswa,Hirundo rustica,Barn Swallow,XC372840.ogg,4.5,1
barswa,Hirundo rustica,Barn Swallow,XC373826.ogg,3.5,0
barswa,Hirundo rustica,Barn Swallow,XC375299.ogg,4.5,1
barswa,Hirundo rustica,Barn Swallow,XC375700.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC376077.ogg,5.0,0
barswa,Hirundo rustica,Barn Swallow,XC376569.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC376772.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC376773.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC377071.ogg,3.5,0
barswa,Hirundo rustica,Barn Swallow,XC377901.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC378407.ogg,4.5,1
barswa,Hirundo rustica,Barn Swallow,XC378412.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC378427.ogg,5.0,0
barswa,Hirundo rustica,Barn Swallow,XC378429.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC378685.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC378710.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC379023.ogg,4.5,1
barswa,Hirundo rustica,Barn Swallow,XC379571.ogg,4.5,1
barswa,Hirundo rustica,Barn Swallow,XC379573.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC380471.ogg,4.5,1
barswa,Hirundo rustica,Barn Swallow,XC380526.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC381729.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC381731.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC382657.ogg,3.5,1
barswa,Hirundo rustica,Barn Swallow,XC383444.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC383822.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC383831.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC383832.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC384074.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC385612.ogg,5.0,0
barswa,Hirundo rustica,Barn Swallow,XC390102.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC394763.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC394892.ogg,5.0,0
barswa,Hirundo rustica,Barn Swallow,XC396335.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC402733.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC402778.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC404750.ogg,3.5,1
barswa,Hirundo rustica,Barn Swallow,XC405617.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC406274.ogg,3.5,0
barswa,Hirundo rustica,Barn Swallow,XC411677.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC412707.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC413800.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC413887.ogg,5.0,0
barswa,Hirundo rustica,Barn Swallow,XC415547.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC416955.ogg,4.5,1
barswa,Hirundo rustica,Barn Swallow,XC417086.ogg,4.5,1
barswa,Hirundo rustica,Barn Swallow,XC418145.ogg,4.0,0
barswa,Hirundo rustica,Barn Swallow,XC419400.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC421348.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC421383.ogg,4.5,1
barswa,Hirundo rustica,Barn Swallow,XC422186.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC422735.ogg,3.5,1
barswa,Hirundo rustica,Barn Swallow,XC423524.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC423687.ogg,5.0,0
barswa,Hirundo rustica,Barn Swallow,XC428204.ogg,4.5,1
barswa,Hirundo rustica,Barn Swallow,XC428634.ogg,3.5,1
barswa,Hirundo rustica,Barn Swallow,XC428701.ogg,5.0,0
barswa,Hirundo rustica,Barn Swallow,XC428862.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC428863.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC429022.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC429309.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC431633.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC432092.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC433031.ogg,5.0,0
barswa,Hirundo rustica,Barn Swallow,XC433032.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC433095.ogg,4.5,0
barswa,Hirundo rustica,Barn Swallow,XC433217.ogg,4.0,0
barswa,Hirundo rustica,Barn Swallow,XC433446.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC433813.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC433932.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC435493.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC437453.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC443771.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC446455.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC447363.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC452058.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC452059.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC452060.ogg,3.5,1
barswa,Hirundo rustica,Barn Swallow,XC452061.ogg,3.5,1
barswa,Hirundo rustica,Barn Swallow,XC457791.ogg,4.0,0
barswa,Hirundo rustica,Barn Swallow,XC457806.ogg,4.0,0
barswa,Hirundo rustica,Barn Swallow,XC457811.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC457812.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC457816.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC457818.ogg,4.0,0
barswa,Hirundo rustica,Barn Swallow,XC457819.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC457820.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC457829.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC457831.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC458234.ogg,4.0,0
barswa,Hirundo rustica,Barn Swallow,XC458636.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC461126.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC464253.ogg,4.5,1
barswa,Hirundo rustica,Barn Swallow,XC467012.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC46803.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC468456.ogg,4.5,1
barswa,Hirundo rustica,Barn Swallow,XC468466.ogg,4.5,0
barswa,Hirundo rustica,Barn Swallow,XC468712.ogg,3.5,1
barswa,Hirundo rustica,Barn Swallow,XC469948.ogg,4.5,1
barswa,Hirundo rustica,Barn Swallow,XC471591.ogg,5.0,0
barswa,Hirundo rustica,Barn Swallow,XC471705.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC471775.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC471778.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC471962.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC472345.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC472363.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC473764.ogg,4.5,0
barswa,Hirundo rustica,Barn Swallow,XC474135.ogg,4.5,0
barswa,Hirundo rustica,Barn Swallow,XC476498.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC477005.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC480227.ogg,4.5,1
barswa,Hirundo rustica,Barn Swallow,XC481190.ogg,4.5,0
barswa,Hirundo rustica,Barn Swallow,XC482761.ogg,4.5,1
barswa,Hirundo rustica,Barn Swallow,XC484700.ogg,4.5,1
barswa,Hirundo rustica,Barn Swallow,XC485324.ogg,3.5,0
barswa,Hirundo rustica,Barn Swallow,XC485373.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC485917.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC485999.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC486142.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC486167.ogg,3.5,1
barswa,Hirundo rustica,Barn Swallow,XC486209.ogg,4.5,1
barswa,Hirundo rustica,Barn Swallow,XC486210.ogg,4.5,1
barswa,Hirundo rustica,Barn Swallow,XC486212.ogg,4.5,1
barswa,Hirundo rustica,Barn Swallow,XC486272.ogg,5.0,0
barswa,Hirundo rustica,Barn Swallow,XC486365.ogg,5.0,0
barswa,Hirundo rustica,Barn Swallow,XC486366.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC488933.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC490473.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC492099.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC492100.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC492101.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC492284.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC492312.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC492313.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC494034.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC494838.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC494919.ogg,4.0,0
barswa,Hirundo rustica,Barn Swallow,XC494921.ogg,4.0,0
barswa,Hirundo rustica,Barn Swallow,XC494922.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC495726.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC496382.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC496624.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC496625.ogg,5.0,0
barswa,Hirundo rustica,Barn Swallow,XC499075.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC501004.ogg,3.5,1
barswa,Hirundo rustica,Barn Swallow,XC501814.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC511280.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC511681.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC511682.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC52060.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC52062.ogg,4.0,0
barswa,Hirundo rustica,Barn Swallow,XC526924.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC527823.ogg,3.5,1
barswa,Hirundo rustica,Barn Swallow,XC541615.ogg,4.0,0
barswa,Hirundo rustica,Barn Swallow,XC544956.ogg,3.5,0
barswa,Hirundo rustica,Barn Swallow,XC548069.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC549186.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC551767.ogg,4.0,0
barswa,Hirundo rustica,Barn Swallow,XC552089.ogg,3.5,1
barswa,Hirundo rustica,Barn Swallow,XC553565.ogg,4.5,1
barswa,Hirundo rustica,Barn Swallow,XC553706.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC553804.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC555397.ogg,4.5,0
barswa,Hirundo rustica,Barn Swallow,XC556809.ogg,3.5,1
barswa,Hirundo rustica,Barn Swallow,XC556811.ogg,3.5,1
barswa,Hirundo rustica,Barn Swallow,XC556923.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC556925.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC557349.ogg,4.0,0
barswa,Hirundo rustica,Barn Swallow,XC557394.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC557514.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC558739.ogg,3.5,1
barswa,Hirundo rustica,Barn Swallow,XC558788.ogg,4.0,0
barswa,Hirundo rustica,Barn Swallow,XC559606.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC560073.ogg,3.5,1
barswa,Hirundo rustica,Barn Swallow,XC560258.ogg,5.0,0
barswa,Hirundo rustica,Barn Swallow,XC560260.ogg,5.0,0
barswa,Hirundo rustica,Barn Swallow,XC563443.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC564035.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC56419.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC564595.ogg,3.5,1
barswa,Hirundo rustica,Barn Swallow,XC565640.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC566676.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC567183.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC567605.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC567728.ogg,4.0,0
barswa,Hirundo rustica,Barn Swallow,XC568943.ogg,4.0,0
barswa,Hirundo rustica,Barn Swallow,XC569179.ogg,4.0,0
barswa,Hirundo rustica,Barn Swallow,XC570215.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC570975.ogg,3.5,1
barswa,Hirundo rustica,Barn Swallow,XC571315.ogg,3.5,1
barswa,Hirundo rustica,Barn Swallow,XC573106.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC574535.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC574966.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC575357.ogg,4.0,1
barswa,Hirundo rustica,Barn Swallow,XC575358.ogg,4.5,1
barswa,Hirundo rustica,Barn Swallow,XC575746.ogg,5.0,0
barswa,Hirundo rustica,Barn Swallow,XC575747.ogg,5.0,1
barswa,Hirundo rustica,Barn Swallow,XC576324.ogg,4.5,1
